empresa_estacao,COD_AREA,COD_UF,UF,cidade,COD_IBGE,situacao,TCN_2G,TCN_3G,TCN_4G,TCN_5G
TIM,75,29,Bahia,Crisópolis,2909604,Licenciada,1,1,1,null
VIVO,11,35,São Paulo,Araçariguama,3502754,Licenciada,3,7,9,1
CLARO,32,31,Minas Gerais,Coronel Xavier Chaves,3119708,Licenciada,1,1,1,null
VIVO,79,28,Sergipe,Umbaúba,2807600,Licenciada,2,2,2,null
VIVO,88,23,Ceará,Pedra Branca,2310506,Licenciada,1,4,4,null
VIVO,11,35,São Paulo,Igaratá,3520202,Licenciada,2,2,4,null
CLARO,67,50,Mato Grosso do Sul,Jardim,5005004,Licenciada,2,1,2,null
BRISANET,81,26,Pernambuco,Camaragibe,2603454,Licenciada,null,null,1,1
VIVO,88,23,Ceará,Banabuiú,2301851,Licenciada,null,4,4,null
TIM,44,41,Paraná,Douradina,4107256,Licenciada,1,1,1,null
TIM,27,32,Espírito Santo,Água Doce do Norte,3200169,Licenciada,2,7,2,null
CLARO,81,26,Pernambuco,Altinho,2600807,Licenciada,1,1,1,null
CLARO,37,31,Minas Gerais,Morada Nova de Minas,3143500,Licenciada,1,1,2,null
VIVO,83,25,Paraíba,Pombal,2512101,Licenciada,2,1,7,null
CLARO,32,31,Minas Gerais,Tocantins,3169000,Licenciada,1,1,1,null
TIM,33,31,Minas Gerais,Resplendor,3154309,Licenciada,1,1,2,null
CLARO,77,29,Bahia,Urandi,2932606,Licenciada,1,1,1,null
CLARO,44,41,Paraná,Porto Rico,4120200,Licenciada,null,1,1,null
VIVO,12,35,São Paulo,Lagoinha,3526308,Licenciada,1,1,1,null
VIVO,61,52,Goiás,Vila Boa,5222203,Licenciada,1,1,1,null
TIM,73,29,Bahia,Ilhéus,2913606,Licenciada,12,16,28,11
CLARO,41,41,Paraná,Paranaguá,4118204,Licenciada,12,14,17,null
TIM,94,15,Pará,Dom Eliseu,1502939,Licenciada,2,2,3,null
CLARO,66,51,Mato Grosso,Apiacás,5100805,Licenciada,null,1,1,null
TIM,67,50,Mato Grosso do Sul,Selvíria,5007802,Licenciada,1,1,5,null
TIM,34,31,Minas Gerais,Frutal,3127107,Licenciada,5,4,13,null
VIVO,74,29,Bahia,Saúde,2929800,Licenciada,1,1,1,null
TIM,91,15,Pará,Ananindeua,1500800,Licenciada,45,65,92,78
CLARO,63,17,Tocantins,Arraias,1702406,Licenciada,1,2,2,null
CLARO,81,26,Pernambuco,Cabo de Santo Agostinho,2602902,Licenciada,18,17,20,12
CLARO,89,22,Piauí,Marcolândia,2205953,Licenciada,1,1,1,null
VIVO,64,52,Goiás,Aporé,5201504,Licenciada,1,null,5,null
TIM,14,35,São Paulo,Águas de Santa Bárbara,3500550,Licenciada,8,8,5,null
CLARO,98,21,Maranhão,Pirapemas,2108801,Licenciada,null,1,1,null
CLARO,16,35,São Paulo,Serra Azul,3551405,Licenciada,1,1,1,null
VIVO,14,35,São Paulo,Lucianópolis,3527504,Licenciada,1,1,1,null
TIM,19,35,São Paulo,Holambra,3519055,Licenciada,1,3,5,1
TIM,55,43,Rio Grande do Sul,Planalto,4314704,Licenciada,1,null,1,null
TIM,54,43,Rio Grande do Sul,Flores da Cunha,4308201,Licenciada,4,4,6,null
CLARO,17,35,São Paulo,Paraíso,3535705,Licenciada,1,1,1,null
CLARO,88,23,Ceará,Boa Viagem,2302404,Licenciada,1,1,1,null
VIVO,99,21,Maranhão,Balsas,2101400,Licenciada,1,5,13,null
CLARO,22,33,Rio de Janeiro,São Francisco de Itabapoana,3304755,Licenciada,2,4,4,null
TIM,84,24,Rio Grande do Norte,São Francisco do Oeste,2411908,Licenciada,1,1,1,null
TIM,89,22,Piauí,Campinas do Piauí,2202109,Licenciada,null,null,1,null
TIM,88,23,Ceará,Bela Cruz,2302305,Licenciada,2,2,3,1
VIVO,22,33,Rio de Janeiro,Aperibé,3300159,Licenciada,1,1,1,null
CLARO,88,23,Ceará,Mucambo,2309003,Licenciada,1,1,1,null
CLARO,73,29,Bahia,Santa Luzia,2928059,Licenciada,1,1,1,null
TIM,62,52,Goiás,Itapirapuã,5211008,Licenciada,1,1,1,null
VIVO,32,31,Minas Gerais,Além Paraíba,3101508,Licenciada,2,5,6,null
VIVO,89,22,Piauí,Santa Filomena,2209203,Licenciada,null,1,1,null
VIVO,77,29,Bahia,Serra do Ramalho,2930154,Licenciada,1,1,2,null
VIVO,16,35,São Paulo,Ipuã,3521309,Licenciada,1,1,1,null
VIVO,81,26,Pernambuco,Machados,2609105,Licenciada,1,2,1,null
VIVO,49,42,Santa Catarina,Anita Garibaldi,4201000,Licenciada,2,1,1,null
TIM,33,31,Minas Gerais,Ipaba,3131158,Licenciada,2,1,1,null
TIM,74,29,Bahia,Mairi,2920106,Licenciada,null,null,1,null
TIM,99,21,Maranhão,Timbiras,2112100,Licenciada,1,1,1,null
CLARO,44,41,Paraná,Perobal,4118857,Licenciada,2,1,2,null
VIVO,84,24,Rio Grande do Norte,Parnamirim,2403251,Licenciada,31,46,47,11
CLARO,55,43,Rio Grande do Sul,Alegria,4300455,Licenciada,1,null,1,null
VIVO,11,35,São Paulo,Ribeirão Pires,3543303,Licenciada,4,21,22,6
VIVO,63,17,Tocantins,Itapiratins,1710904,Licenciada,1,null,1,null
VIVO,43,41,Paraná,Rio Bom,4122107,Licenciada,null,2,2,null
CLARO,83,25,Paraíba,Alhandra,2500601,Licenciada,2,2,3,null
VIVO,81,26,Pernambuco,Brejo da Madre de Deus,2602605,Licenciada,3,4,6,null
VIVO,38,31,Minas Gerais,São João do Paraíso,3162708,Licenciada,1,2,3,null
VIVO,17,35,São Paulo,General Salgado,3516903,Licenciada,1,2,4,null
VIVO,51,43,Rio Grande do Sul,Venâncio Aires,4322608,Licenciada,2,5,8,5
VIVO,17,35,São Paulo,Cosmorama,3512902,Licenciada,1,2,4,null
TIM,64,52,Goiás,São Simão,5220405,Licenciada,3,null,3,null
CLARO,11,35,São Paulo,Juquitiba,3526209,Licenciada,4,4,5,null
VIVO,19,35,São Paulo,Santa Bárbara d'Oeste,3545803,Licenciada,7,7,13,12
CLARO,14,35,São Paulo,Ocauçu,3533700,Licenciada,2,2,2,null
BRISANET,88,23,Ceará,Novo Oriente,2309409,Licenciada,null,null,3,2
CLARO,14,35,São Paulo,Cabrália Paulista,3508306,Licenciada,1,1,1,null
VIVO,77,29,Bahia,Cotegipe,2909406,Licenciada,null,1,1,null
VIVO,14,35,São Paulo,Vera Cruz,3556602,Licenciada,1,1,1,null
VIVO,31,31,Minas Gerais,Nova Era,3144706,Licenciada,2,2,2,null
CLARO,14,35,São Paulo,Torrinha,3554706,Licenciada,1,1,1,null
TIM,27,32,Espírito Santo,Santa Teresa,3204609,Licenciada,4,8,1,null
TIM,84,24,Rio Grande do Norte,Parelhas,2408904,Licenciada,1,1,1,1
TIM,83,25,Paraíba,Riachão do Bacamarte,2512754,Licenciada,1,1,1,null
TIM,83,25,Paraíba,Pitimbu,2511905,Licenciada,2,2,2,null
VIVO,34,31,Minas Gerais,Conquista,3118205,Licenciada,2,4,4,null
VIVO,22,33,Rio de Janeiro,Cambuci,3300902,Licenciada,2,2,2,null
CLARO,94,15,Pará,Dom Eliseu,1502939,Licenciada,1,2,2,null
VIVO,65,51,Mato Grosso,Indiavaí,5104500,Licenciada,1,1,1,null
VIVO,55,43,Rio Grande do Sul,Bom Progresso,4302378,Licenciada,1,1,1,null
VIVO,18,35,São Paulo,Mirante do Paranapanema,3530201,Licenciada,2,4,4,null
VIVO,87,26,Pernambuco,Sanharó,2612406,Licenciada,null,5,4,null
CLARO,98,21,Maranhão,São Bernardo,2110609,Licenciada,null,1,1,null
TIM,83,25,Paraíba,Catolé do Rocha,2504306,Licenciada,3,2,2,null
CLARO,17,35,São Paulo,Macaubal,3528106,Licenciada,1,1,1,null
CLARO,91,15,Pará,Chaves,1502509,Licenciada,1,1,1,null
VIVO,18,35,São Paulo,Martinópolis,3529203,Licenciada,6,6,8,null
VIVO,88,23,Ceará,Morrinhos,2308906,Licenciada,null,3,3,null
CLARO,54,43,Rio Grande do Sul,Marau,4311809,Licenciada,4,3,4,null
VIVO,84,24,Rio Grande do Norte,Brejinho,2401800,Licenciada,null,2,2,null
VIVO,33,31,Minas Gerais,Catuji,3115458,Licenciada,null,1,1,null
CLARO,75,29,Bahia,Marcionílio Souza,2920809,Licenciada,1,2,1,null
VIVO,15,35,São Paulo,Itararé,3523206,Licenciada,4,4,5,null
VIVO,16,35,São Paulo,Jardinópolis,3525102,Licenciada,3,4,7,null
VIVO,46,41,Paraná,Mariópolis,4115309,Licenciada,1,1,1,null
CLARO,17,35,São Paulo,Pindorama,3538105,Licenciada,3,3,3,null
TIM,37,31,Minas Gerais,Iguatama,3130309,Licenciada,2,2,2,null
TIM,22,33,Rio de Janeiro,São Sebastião do Alto,3305307,Licenciada,3,3,4,null
VIVO,55,43,Rio Grande do Sul,Liberato Salzano,4311601,Licenciada,1,1,1,null
VIVO,32,31,Minas Gerais,Carandaí,3113206,Licenciada,3,4,4,null
TIM,62,52,Goiás,Nova Crixás,5214838,Licenciada,1,null,1,null
TIM,83,25,Paraíba,São Bentinho,2513927,Licenciada,2,2,2,null
VIVO,68,12,Acre,Xapuri,1200708,Licenciada,1,1,1,null
VIVO,81,26,Pernambuco,Tracunhaém,2615508,Licenciada,null,1,1,null
CLARO,84,24,Rio Grande do Norte,Riachuelo,2410900,Licenciada,1,1,1,null
CLARO,89,22,Piauí,Uruçuí,2211209,Licenciada,2,2,2,null
TIM,24,33,Rio de Janeiro,Pinheiral,3303955,Licenciada,2,3,2,null
TIM,75,29,Bahia,Pé de Serra,2924058,Licenciada,null,null,2,null
TIM,71,29,Bahia,São Francisco do Conde,2929206,Licenciada,3,2,2,2
TIM,94,15,Pará,Xinguara,1508407,Licenciada,1,1,3,null
VIVO,65,51,Mato Grosso,Jauru,5105002,Licenciada,1,1,1,null
VIVO,53,43,Rio Grande do Sul,Hulha Negra,4309654,Licenciada,1,1,1,null
CLARO,62,52,Goiás,Petrolina de Goiás,5216809,Licenciada,1,1,1,null
VIVO,98,21,Maranhão,Guimarães,2104909,Licenciada,1,1,1,null
TIM,38,31,Minas Gerais,Matias Cardoso,3140852,Licenciada,1,1,1,null
CLARO,81,26,Pernambuco,Brejo da Madre de Deus,2602605,Licenciada,2,2,2,null
BRISANET,74,29,Bahia,Xique-Xique,2933604,Licenciada,null,null,1,1
TIM,67,50,Mato Grosso do Sul,Inocência,5004403,Licenciada,1,1,7,null
TIM,85,23,Ceará,Caridade,2303006,Licenciada,1,1,1,null
CLARO,49,42,Santa Catarina,Abelardo Luz,4200101,Licenciada,3,1,3,null
TIM,79,28,Sergipe,Itaporanga d'Ajuda,2803203,Licenciada,3,1,1,null
CLARO,97,13,Amazonas,Coari,1301209,Licenciada,3,2,4,null
VIVO,62,52,Goiás,Porangatu,5218003,Licenciada,1,2,5,2
VIVO,11,35,São Paulo,Diadema,3513801,Licenciada,10,22,25,10
TIM,31,31,Minas Gerais,Itabira,3131703,Licenciada,9,4,19,null
TIM,63,17,Tocantins,Aguiarnópolis,1700301,Licenciada,1,null,1,null
VIVO,55,43,Rio Grande do Sul,Pejuçara,4314308,Licenciada,2,1,2,null
TIM,63,17,Tocantins,Santa Tereza do Tocantins,1719004,Licenciada,null,null,1,null
VIVO,16,35,São Paulo,Ribeirão Bonito,3542909,Licenciada,1,2,2,null
CLARO,35,31,Minas Gerais,Ijaci,3130408,Licenciada,1,1,1,null
VIVO,15,35,São Paulo,Guareí,3518503,Licenciada,1,1,1,null
TIM,84,24,Rio Grande do Norte,Felipe Guerra,2403707,Licenciada,1,1,1,null
CLARO,18,35,São Paulo,Osvaldo Cruz,3534609,Licenciada,2,2,3,null
VIVO,21,33,Rio de Janeiro,São João de Meriti,3305109,Licenciada,11,26,28,30
TIM,19,35,São Paulo,Paulínia,3536505,Licenciada,8,16,17,null
TIM,43,41,Paraná,Kaloré,4113106,Licenciada,null,1,1,null
CLARO,63,17,Tocantins,Caseara,1703909,Licenciada,null,3,3,null
TIM,32,31,Minas Gerais,Chácara,3115904,Licenciada,null,1,1,null
CLARO,63,17,Tocantins,Formoso do Araguaia,1708205,Licenciada,2,1,2,null
CLARO,99,21,Maranhão,Timon,2112209,Licenciada,3,6,6,null
VIVO,32,31,Minas Gerais,Bicas,3106903,Licenciada,1,1,1,null
VIVO,32,31,Minas Gerais,Guiricema,3129004,Licenciada,1,3,3,null
CLARO,68,12,Acre,Sena Madureira,1200500,Licenciada,1,2,2,null
TIM,24,33,Rio de Janeiro,Quatis,3304128,Licenciada,1,null,1,null
VIVO,38,31,Minas Gerais,São João da Ponte,3162401,Licenciada,1,5,7,null
CLARO,19,35,São Paulo,Santo Antônio de Posse,3548005,Licenciada,2,4,4,null
VIVO,69,11,Rondônia,Cacoal,1100049,Licenciada,3,6,8,6
VIVO,17,35,São Paulo,Rubinéia,3544509,Licenciada,1,2,2,null
VIVO,82,27,Alagoas,Chã Preta,2701902,Licenciada,null,2,1,null
TIM,82,27,Alagoas,Feira Grande,2702603,Licenciada,1,1,1,null
VIVO,51,43,Rio Grande do Sul,São Jerônimo,4318408,Licenciada,2,2,2,null
TIM,81,26,Pernambuco,Panelas,2610202,Licenciada,3,3,3,null
CLARO,82,27,Alagoas,Colônia Leopoldina,2702108,Licenciada,2,2,2,null
VIVO,47,42,Santa Catarina,Balneário Barra do Sul,4202057,Licenciada,1,2,2,null
TIM,65,51,Mato Grosso,Reserva do Cabaçal,5107156,Licenciada,1,null,1,null
CLARO,33,31,Minas Gerais,Coroaci,3119203,Licenciada,1,2,2,null
TIM,95,14,Roraima,Caroebe,1400233,Licenciada,1,1,1,null
ALGAR,64,52,Goiás,Itumbiara,5211503,Licenciada,11,13,10,4
CLARO,79,28,Sergipe,Rosário do Catete,2806107,Licenciada,1,1,1,null
CLARO,62,52,Goiás,Mozarlândia,5214002,Licenciada,1,null,1,null
VIVO,16,35,São Paulo,Orlândia,3534302,Licenciada,4,4,4,null
VIVO,83,25,Paraíba,Montadas,2509503,Licenciada,1,2,1,null
BRISANET,81,26,Pernambuco,Panelas,2610202,Licenciada,null,null,2,null
TIM,33,31,Minas Gerais,Materlândia,3140605,Licenciada,null,1,1,null
VIVO,33,31,Minas Gerais,Santa Rita do Itueto,3159506,Licenciada,1,3,2,null
TIM,19,35,São Paulo,Santa Gertrudes,3546702,Licenciada,2,2,2,null
BRISANET,83,25,Paraíba,Ibiara,2506608,Licenciada,null,null,1,null
CLARO,75,29,Bahia,Queimadas,2925808,Licenciada,1,2,1,null
VIVO,66,51,Mato Grosso,Paranatinga,5106307,Licenciada,1,null,1,null
VIVO,67,50,Mato Grosso do Sul,Selvíria,5007802,Licenciada,null,1,1,null
VIVO,17,35,São Paulo,José Bonifácio,3525706,Licenciada,3,5,6,1
VIVO,89,22,Piauí,Curimatá,2203206,Licenciada,null,1,1,null
VIVO,27,32,Espírito Santo,Rio Bananal,3204351,Licenciada,2,4,4,null
CLARO,16,35,São Paulo,Santo Antônio da Alegria,3547908,Licenciada,1,1,1,null
TIM,47,42,Santa Catarina,Papanduva,4212205,Licenciada,1,1,1,null
TIM,48,42,Santa Catarina,Pescaria Brava,4212650,Licenciada,1,2,2,null
CLARO,31,31,Minas Gerais,Sericita,3166303,Licenciada,1,1,1,null
CLARO,88,23,Ceará,Campos Sales,2302701,Licenciada,1,1,1,null
TIM,55,43,Rio Grande do Sul,Bozano,4302584,Licenciada,1,1,1,null
TIM,54,43,Rio Grande do Sul,Lagoa dos Três Cantos,4311270,Licenciada,1,1,1,null
CLARO,18,35,São Paulo,Iepê,3519907,Licenciada,1,1,1,null
VIVO,51,43,Rio Grande do Sul,Dom Pedro de Alcântara,4306551,Licenciada,null,1,1,null
VIVO,69,11,Rondônia,Candeias do Jamari,1100809,Licenciada,1,1,3,null
CLARO,16,35,São Paulo,Santa Ernestina,3546504,Licenciada,2,2,2,null
VIVO,42,41,Paraná,Palmital,4117800,Licenciada,2,1,1,null
CLARO,11,35,São Paulo,Cajamar,3509205,Licenciada,15,18,18,1
CLARO,75,29,Bahia,Araci,2902104,Licenciada,2,5,4,null
TIM,16,35,São Paulo,Américo Brasiliense,3501707,Licenciada,2,2,2,null
TIM,75,29,Bahia,Itapicuru,2916500,Licenciada,null,2,6,null
TIM,65,51,Mato Grosso,Rosário Oeste,5107701,Licenciada,2,null,3,null
TIM,75,29,Bahia,Conceição do Almeida,2908309,Licenciada,1,1,1,null
TIM,15,35,São Paulo,Quadra,3541653,Licenciada,null,1,2,null
TIM,89,22,Piauí,Tamboril do Piauí,2210953,Licenciada,null,1,1,null
CLARO,12,35,São Paulo,Piquete,3538501,Licenciada,1,1,1,null
VIVO,19,35,São Paulo,Araras,3503307,Licenciada,10,15,15,11
VIVO,66,51,Mato Grosso,Sorriso,5107925,Licenciada,10,13,15,13
VIVO,73,29,Bahia,Maracás,2920502,Licenciada,2,2,2,null
VIVO,28,32,Espírito Santo,Piúma,3204203,Licenciada,2,7,9,4
TIM,63,17,Tocantins,Tocantínia,1721109,Licenciada,null,null,1,null
BRISANET,85,23,Ceará,Mulungu,2309102,Licenciada,null,null,2,2
VIVO,51,43,Rio Grande do Sul,Encantado,4306809,Licenciada,2,3,3,null
CLARO,54,43,Rio Grande do Sul,Monte Alegre dos Campos,4312377,Licenciada,1,null,1,null
TIM,51,43,Rio Grande do Sul,São Leopoldo,4318705,Licenciada,15,15,39,5
TIM,17,35,São Paulo,Santa Adélia,3545605,Licenciada,7,4,5,null
CLARO,86,22,Piauí,Lagoa Alegre,2205557,Licenciada,1,1,1,null
TIM,82,27,Alagoas,Estrela de Alagoas,2702553,Licenciada,1,1,1,null
TIM,35,31,Minas Gerais,Gonçalves,3127404,Licenciada,null,null,2,null
CLARO,82,27,Alagoas,Cacimbinhas,2701209,Licenciada,1,1,1,null
CLARO,17,35,São Paulo,Adolfo,3500204,Licenciada,1,1,1,null
CLARO,86,22,Piauí,São João do Arraial,2209971,Licenciada,null,1,null,null
VIVO,43,41,Paraná,Cornélio Procópio,4106407,Licenciada,4,4,4,1
VIVO,41,41,Paraná,Araucária,4101804,Licenciada,7,14,42,12
TIM,51,43,Rio Grande do Sul,Estrela,4307807,Licenciada,2,2,6,null
CLARO,17,35,São Paulo,General Salgado,3516903,Licenciada,1,1,1,null
TIM,66,51,Mato Grosso,Nova Xavantina,5106257,Licenciada,1,null,1,null
CLARO,86,22,Piauí,Castelo do Piauí,2202604,Licenciada,1,1,1,null
CLARO,66,51,Mato Grosso,Aripuanã,5101407,Licenciada,1,1,1,null
VIVO,73,29,Bahia,Itabuna,2914802,Licenciada,6,18,23,11
VIVO,34,31,Minas Gerais,Araxá,3104007,Licenciada,8,13,15,9
VIVO,24,33,Rio de Janeiro,Barra Mansa,3300407,Licenciada,13,21,29,12
VIVO,21,33,Rio de Janeiro,Teresópolis,3305802,Licenciada,17,21,37,24
VIVO,84,24,Rio Grande do Norte,São Vicente,2413003,Licenciada,null,1,1,null
TIM,62,52,Goiás,Colinas do Sul,5205521,Licenciada,null,2,2,null
VIVO,83,25,Paraíba,Sobrado,2515971,Licenciada,2,2,2,null
VIVO,49,42,Santa Catarina,Princesa,4214151,Licenciada,null,1,1,null
TIM,88,23,Ceará,Baixio,2301802,Licenciada,1,1,1,null
TIM,62,52,Goiás,Ipiranga de Goiás,5210158,Licenciada,null,1,1,null
TIM,83,25,Paraíba,Lagoa Seca,2508307,Licenciada,3,2,3,null
CLARO,81,26,Pernambuco,Aliança,2600708,Licenciada,3,3,3,null
CLARO,62,52,Goiás,Colinas do Sul,5205521,Licenciada,1,1,1,null
CLARO,65,51,Mato Grosso,Porto Esperidião,5106828,Licenciada,5,1,5,null
VIVO,16,35,São Paulo,Santa Lúcia,3546900,Licenciada,2,2,2,null
TIM,31,31,Minas Gerais,Bela Vista de Minas,3106002,Licenciada,1,null,2,null
VIVO,77,29,Bahia,São Desidério,2928901,Licenciada,5,5,7,null
TIM,87,26,Pernambuco,Santa Filomena,2612554,Licenciada,1,1,1,null
TIM,83,25,Paraíba,Cuitegi,2505204,Licenciada,null,1,1,null
TIM,48,42,Santa Catarina,Jacinto Machado,4208708,Licenciada,2,1,1,null
VIVO,74,29,Bahia,Itiúba,2917003,Licenciada,1,1,1,null
TIM,63,17,Tocantins,Buriti do Tocantins,1703800,Licenciada,1,1,1,null
TIM,64,52,Goiás,Diorama,5207105,Licenciada,1,null,1,null
TIM,54,43,Rio Grande do Sul,Severiano de Almeida,4320602,Licenciada,1,1,1,null
TIM,84,24,Rio Grande do Norte,Coronel Ezequiel,2402808,Licenciada,null,1,1,null
CLARO,99,21,Maranhão,Formosa da Serra Negra,2104099,Licenciada,1,1,1,null
CLARO,14,35,São Paulo,Quintana,3542008,Licenciada,1,1,1,null
TIM,69,11,Rondônia,Santa Luzia D'Oeste,1100296,Licenciada,1,null,1,null
TIM,16,35,São Paulo,São Joaquim da Barra,3549409,Licenciada,1,2,2,null
TIM,42,41,Paraná,Santa Maria do Oeste,4123857,Licenciada,2,3,2,null
BRISANET,84,24,Rio Grande do Norte,São Gonçalo do Amarante,2412005,Licenciada,null,null,7,6
CLARO,93,15,Pará,Altamira,1500602,Licenciada,10,11,11,null
UNIFIQUE TELECOMUNICACOES S/A,47,42,Santa Catarina,Brusque,4202909,Licenciada,null,null,12,5
TIM,75,29,Bahia,Santo Estêvão,2928802,Licenciada,2,2,4,null
VIVO,22,33,Rio de Janeiro,Cordeiro,3301504,Licenciada,2,3,3,null
CLARO,77,29,Bahia,Tanhaçu,2931004,Licenciada,null,3,1,null
VIVO,14,35,São Paulo,São Pedro do Turvo,3550506,Licenciada,2,2,3,null
TIM,33,31,Minas Gerais,Taparuba,3168051,Licenciada,null,1,1,null
TIM,63,17,Tocantins,Arapoema,1702307,Licenciada,null,null,1,null
CLARO,88,23,Ceará,Cruz,2304251,Licenciada,3,2,3,null
VIVO,28,32,Espírito Santo,Jerônimo Monteiro,3203106,Licenciada,2,5,5,null
VIVO,68,12,Acre,Manoel Urbano,1200344,Licenciada,1,1,1,null
TIM,89,22,Piauí,Simões,2210706,Licenciada,1,1,1,null
CLARO,69,11,Rondônia,Santa Luzia D'Oeste,1100296,Licenciada,null,2,1,null
TIM,67,50,Mato Grosso do Sul,Deodápolis,5003454,Licenciada,2,1,2,null
TIM,49,42,Santa Catarina,Palma Sola,4212007,Licenciada,1,3,2,null
TIM,43,41,Paraná,São José da Boa Vista,4125407,Licenciada,1,3,2,null
CLARO,32,31,Minas Gerais,Bocaina de Minas,3107208,Licenciada,2,1,2,null
CLARO,73,29,Bahia,Gandu,2911204,Licenciada,1,2,1,null
VIVO,33,31,Minas Gerais,Umburatiba,3170305,Licenciada,null,1,1,null
VIVO,71,29,Bahia,Itaparica,2916104,Licenciada,3,5,5,2
VIVO,83,25,Paraíba,São José de Espinharas,2514404,Licenciada,1,1,1,null
TIM,45,41,Paraná,Quatro Pontes,4120853,Licenciada,null,1,1,1
TIM,73,29,Bahia,Ibirataia,2912905,Licenciada,1,2,2,null
UNIFIQUE TELECOMUNICACOES S/A,54,43,Rio Grande do Sul,Água Santa,4300059,Licenciada,null,null,1,1
TIM,66,51,Mato Grosso,União do Sul,5108303,Licenciada,1,null,2,null
VIVO,71,29,Bahia,Camaçari,2905701,Licenciada,24,42,60,31
CLARO,21,33,Rio de Janeiro,Teresópolis,3305802,Licenciada,25,33,37,1
VIVO,96,16,Amapá,Macapá,1600303,Licenciada,47,104,116,111
VIVO,19,35,São Paulo,Espírito Santo do Pinhal,3515186,Licenciada,3,5,5,3
TIM,88,23,Ceará,Guaraciaba do Norte,2305001,Licenciada,3,1,2,1
CLARO,35,31,Minas Gerais,Poços de Caldas,3151800,Licenciada,17,19,24,3
CLARO,13,35,São Paulo,Peruíbe,3537602,Licenciada,12,15,16,null
CLARO,38,31,Minas Gerais,São João da Ponte,3162401,Licenciada,1,1,1,null
CLARO,63,17,Tocantins,Lavandeira,1712157,Licenciada,1,1,1,null
VIVO,16,35,São Paulo,Santa Ernestina,3546504,Licenciada,2,2,2,null
CLARO,79,28,Sergipe,Canindé de São Francisco,2801207,Licenciada,1,1,1,null
BRISANET,85,23,Ceará,Ocara,2309458,Licenciada,null,null,2,1
CLARO,51,43,Rio Grande do Sul,Tavares,4321352,Licenciada,1,1,1,null
CLARO,55,43,Rio Grande do Sul,Panambi,4313904,Licenciada,5,4,5,null
VIVO,83,25,Paraíba,Itatuba,2507200,Licenciada,1,2,1,null
VIVO,85,23,Ceará,Barreira,2301950,Licenciada,2,4,5,null
VIVO,34,31,Minas Gerais,Prata,3152808,Licenciada,2,3,4,null
VIVO,33,31,Minas Gerais,Periquito,3149952,Licenciada,1,3,4,null
VIVO,41,41,Paraná,Itaperuçu,4111258,Licenciada,1,1,1,null
TIM,33,31,Minas Gerais,Senhora do Porto,3166105,Licenciada,null,1,2,null
CLARO,17,35,São Paulo,Paranapuã,3535903,Licenciada,1,1,1,null
CLARO,86,22,Piauí,Cocal de Telha,2202711,Licenciada,null,1,1,null
CLARO,32,31,Minas Gerais,Laranjal,3138005,Licenciada,1,1,1,null
VIVO,35,31,Minas Gerais,Cana Verde,3111903,Licenciada,1,1,1,null
VIVO,19,35,São Paulo,Santa Gertrudes,3546702,Licenciada,1,1,2,null
VIVO,67,50,Mato Grosso do Sul,Antônio João,5000906,Licenciada,2,1,1,null
CLARO,87,26,Pernambuco,Santa Cruz da Baixa Verde,2612471,Licenciada,1,1,1,null
CLARO,35,31,Minas Gerais,Brazópolis,3108909,Licenciada,1,1,1,null
CLARO,34,31,Minas Gerais,Capinópolis,3112604,Licenciada,2,2,2,null
VIVO,77,29,Bahia,Brejolândia,2904407,Licenciada,1,1,2,null
CLARO,89,22,Piauí,Santa Rosa do Piauí,2209377,Licenciada,null,1,1,null
VIVO,11,35,São Paulo,Santo André,3547809,Licenciada,32,56,89,92
TIM,87,26,Pernambuco,Araripina,2601102,Licenciada,3,3,3,null
TIM,47,42,Santa Catarina,Garuva,4205803,Licenciada,4,1,5,1
VIVO,51,43,Rio Grande do Sul,Novo Hamburgo,4313409,Licenciada,26,28,43,40
CLARO,32,31,Minas Gerais,São Sebastião da Vargem Alegre,3164431,Licenciada,1,1,1,null
VIVO,31,31,Minas Gerais,Teixeiras,3168507,Licenciada,2,1,2,null
TIM,31,31,Minas Gerais,Sabará,3156700,Licenciada,14,8,18,7
VIVO,79,28,Sergipe,Pacatuba,2804904,Licenciada,1,2,2,null
TIM,16,35,São Paulo,Borborema,3507407,Licenciada,1,1,3,null
CLARO,73,29,Bahia,Santa Cruz Cabrália,2927705,Licenciada,3,3,3,null
TIM,17,35,São Paulo,Nova Granada,3533007,Licenciada,3,1,2,null
VIVO,64,52,Goiás,Catalão,5205109,Licenciada,5,10,15,12
TIM,83,25,Paraíba,Junco do Seridó,2507804,Licenciada,1,1,1,null
TIM,13,35,São Paulo,Sete Barras,3551801,Licenciada,2,1,1,null
TIM,98,21,Maranhão,Araioses,2100907,Licenciada,null,1,5,null
CLARO,35,31,Minas Gerais,Itamogi,3132909,Licenciada,1,1,1,null
CLARO,89,22,Piauí,Francisco Macedo,2204154,Licenciada,1,1,1,null
VIVO,89,22,Piauí,São Braz do Piauí,2209559,Licenciada,1,1,1,null
CLARO,88,23,Ceará,Santana do Cariri,2312106,Licenciada,1,1,1,null
VIVO,83,25,Paraíba,Ingá,2506806,Licenciada,1,2,1,null
TIM,89,22,Piauí,Bela Vista do Piauí,2201556,Licenciada,null,1,1,null
TIM,67,50,Mato Grosso do Sul,Campo Grande,5002704,Licenciada,67,85,170,119
TIM,75,29,Bahia,Nova Fátima,2922730,Licenciada,null,null,1,null
